EmpIoyee_ID,FirstName,LastName,HireDate,TerminationDate,ADEmail,EmployeeStatus,EmployeeType,EmployeeClassificationType,DepartmentType,DOB,State,JobFunctionDescription,GenderCode,Performance Score,Current Employee Rating
1371,Maria,Grant,2020-05-15,NA,maria.grant@bilearner.com,Active,Contract,Full-Time,Production       ,26-06-1975,MA,Splicer,Female,Fully Meets,3
1372,Bryanna,Ibarra,2020-04-04,2023-07-04,bryanna.ibarra@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,21-12-1961,MA,Lineman,Male,Fully Meets,3
1373,Sophie,Zavala,2022-10-15,NA,sophie.zavala@bilearner.com,Active,Full-Time,Temporary,Production       ,24-11-1964,MA,Director,Male,Exceeds,3
1374,Amya,Grant,2019-07-11,NA,amya.grant@bilearner.com,Active,Contract,Part-Time,Production       ,09-12-1950,MA,Administrator,Male,Fully Meets,3
1375,Jaydan,Neal,2019-10-02,NA,jaydan.neal@bilearner.com,Active,Contract,Temporary,Production       ,18-01-1948,MA,Laborer,Female,Fully Meets,3
1376,Amiyah,Ramirez,2021-03-04,NA,amiyah.ramirez@bilearner.com,Active,Full-Time,Full-Time,Production       ,28-03-1947,MA,Project Manager,Male,Fully Meets,3
1377,Kai,Holt,2021-02-10,2022-01-01,kai.holt@bilearner.com,Terminated,Contract,Full-Time,Production       ,12-05-1985,MA,Tower Hand,Female,Fully Meets,3
1378,Brendon,Wilson,2019-05-15,NA,brendon.wilson@bilearner.com,Active,Full-Time,Part-Time,Production       ,26-09-1978,MA,Lineman,Female,Fully Meets,3
1379,Nancy,Short,2022-04-28,NA,nancy.short@bilearner.com,Active,Full-Time,Part-Time,Production       ,23-04-1982,MA,Mechanic,Male,Fully Meets,3
1380,Isabella,Wilkins,2021-09-23,2023-07-01,isabella.wilkins@bilearner.com,Terminated,Contract,Temporary,Production       ,01-09-1974,MA,Groundman,Male,Fully Meets,3
1381,Mayra,Moss,2021-09-15,2021-11-10,mayra.moss@bilearner.com,Terminated,Contract,Temporary,Production       ,16-05-1964,MA,Manager,Male,Fully Meets,3
1382,Maria,Gonzalez,2019-04-27,2020-03-20,maria.gonzalez@bilearner.com,Terminated,Contract,Full-Time,IT/IS,16-01-1948,MA,Administrator,Female,Fully Meets,3
1383,Jumil,Turpin,2019-10-06,2020-08-23,jumil.turpin@bilearner.com,Terminated,Part-Time,Part-Time,IT/IS,20-01-2001,MA,Foreman,Male,Fully Meets,3
1384,Ann,Daniele,2020-02-16,NA,ann.daniele@bilearner.com,Active,Full-Time,Temporary,IT/IS,10-10-1959,CT,Administrator,Female,Fully Meets,3
1385,Joe,South,2022-05-14,2022-10-21,joe.south@bilearner.com,Terminated,Part-Time,Temporary,IT/IS,11-03-1958,CT,Engineer,Male,Fully Meets,3
1386,Sarah,Warfield,2019-02-13,2020-08-06,sarah.warfield@bilearner.com,Terminated,Contract,Full-Time,IT/IS,24-05-1985,MA,Administrative,Female,Fully Meets,3
1387,Alejandro,Bacong,2022-08-24,NA,alejandro.bacong@bilearner.com,Active,Part-Time,Part-Time,IT/IS,25-02-1955,MA,Engineer,Male,Fully Meets,3
1388,Jyoti,Lajiri,2019-01-07,2020-09-05,jyoti.lajiri@bilearner.com,Terminated,Part-Time,Full-Time,IT/IS,17-04-1955,MA,Coordinator,Male,Fully Meets,3
1389,Neville,Tredinnick,2021-03-26,NA,neville.tredinnick@bilearner.com,Active,Contract,Part-Time,IT/IS,26-05-1984,MA,Coordinator,Male,Fully Meets,3
1390,Anthony,Cisco,2021-05-01,NA,anthony.cisco@bilearner.com,Active,Full-Time,Temporary,IT/IS,10-08-1956,MA,Technician,Male,Fully Meets,3
1391,Linda,Dolan,2021-10-10,2023-01-21,linda.dolan@bilearner.com,Terminated,Part-Time,Full-Time,IT/IS,01-01-1978,MA,Technician,Female,Needs Improvement,3
1392,Carlos,Merlos,2020-01-02,2022-04-03,carlos.merlos@bilearner.com,Terminated,Part-Time,Part-Time,IT/IS,15-06-1950,MA,Technician,Male,Fully Meets,3
1393,Tanya,Morway,2020-01-20,NA,tanya.morway@bilearner.com,Active,Full-Time,Part-Time,IT/IS,26-11-1957,MA,Foreman,Female,Fully Meets,3
1394,Anita,Shepard,2018-08-11,2021-05-21,anita.shepard@bilearner.com,Terminated,Contract,Full-Time,IT/IS,29-09-1976,MA,Foreman,Female,Fully Meets,3
1395,Jeremiah,Semizoglou,2021-12-18,NA,jeremiah.semizoglou@bilearner.com,Active,Contract,Temporary,IT/IS,03-04-1981,MA,Manager,Male,Fully Meets,3
1396,Katrina,Lambert,2019-09-24,2022-04-04,katrina.lambert@bilearner.com,Terminated,Full-Time,Part-Time,Executive Office,18-09-1975,MA,Technician,Male,Fully Meets,3
1397,Alexzander,Pope,2022-10-17,2023-06-26,alexzander.pope@bilearner.com,Terminated,Full-Time,Temporary,Executive Office,24-08-1987,MA,Supervisor,Male,Needs Improvement,3
1398,Derek,Holmes,2020-01-07,NA,derek.holmes@bilearner.com,Active,Contract,Full-Time,IT/IS,21-11-1948,MA,Administrator,Male,Fully Meets,3
1399,Danika,Deleon,2022-11-05,NA,danika.deleon@bilearner.com,Active,Full-Time,Part-Time,IT/IS,23-05-1998,MA,Tower Hand,Male,Fully Meets,3
1400,Sabrina,Durham,2023-04-26,2023-06-03,sabrina.durham@bilearner.com,Terminated,Part-Time,Full-Time,IT/IS,11-04-2001,MA,Laborer,Male,Fully Meets,3
1401,Frankie,Carrillo,2019-05-29,NA,frankie.carrillo@bilearner.com,Active,Part-Time,Part-Time,IT/IS,24-09-1992,MA,Engineer,Male,Fully Meets,3
1402,Quintin,Solomon,2019-09-12,NA,quintin.solomon@bilearner.com,Active,Part-Time,Full-Time,IT/IS,28-10-1990,MA,Lineman,Male,Fully Meets,3
1403,Jaqueline,Pittman,2019-01-27,2021-02-26,jaqueline.pittman@bilearner.com,Terminated,Part-Time,Full-Time,IT/IS,12-03-1956,MA,Manager,Male,Exceeds,3
1404,Mariana,Glass,2019-08-20,NA,mariana.glass@bilearner.com,Active,Part-Time,Temporary,IT/IS,30-05-1947,CT,Tower Hand,Male,PIP,3
1405,Payton,Cross,2018-09-14,NA,payton.cross@bilearner.com,Active,Part-Time,Part-Time,IT/IS,07-03-1950,CT,Laborer,Female,Needs Improvement,3
1406,Sloane,Rasmussen,2021-08-02,2022-09-29,sloane.rasmussen@bilearner.com,Terminated,Full-Time,Part-Time,IT/IS,07-09-1964,MA,Planner,Female,PIP,3
1407,Elise,Vazquez,2022-01-26,2022-11-02,elise.vazquez@bilearner.com,Terminated,Full-Time,Part-Time,Executive Office,12-05-1953,MA,Top Hand,Male,PIP,3
1408,Monique,Pierce,2019-05-10,2021-08-05,monique.pierce@bilearner.com,Terminated,Contract,Part-Time,Executive Office,11-07-1961,MA,Technician,Male,Fully Meets,3
1409,Axel,Higgins,2019-01-02,2022-12-06,axel.higgins@bilearner.com,Terminated,Part-Time,Part-Time,IT/IS,11-10-1993,MA,Associate,Male,Fully Meets,3
1410,Marcos,Petty,2021-08-13,NA,marcos.petty@bilearner.com,Active,Contract,Temporary,IT/IS,12-01-1946,MA,Technician,Male,Fully Meets,3
1411,Mia,Cowan,2022-10-02,2022-11-13,mia.cowan@bilearner.com,Terminated,Part-Time,Part-Time,IT/IS,27-08-1956,MA,Administrative,Male,PIP,3
1412,Tanya,Leonard,2018-12-17,2021-04-21,tanya.leonard@bilearner.com,Terminated,Part-Time,Full-Time,IT/IS,14-08-1979,MA,Assistant,Female,PIP,3
1413,Dereon,Page,2021-10-11,NA,dereon.page@bilearner.com,Active,Contract,Part-Time,IT/IS,27-09-2000,MA,Lineman,Male,PIP,3
1414,Meadow,Boyer,2023-04-01,2023-05-18,meadow.boyer@bilearner.com,Terminated,Part-Time,Full-Time,IT/IS,25-10-1969,MA,Foreman,Male,Fully Meets,3
1415,Paris,Simpson,2021-03-20,NA,paris.simpson@bilearner.com,Active,Full-Time,Full-Time,IT/IS,17-06-1970,CT,Laborer,Male,Fully Meets,3
1416,Kyla,Durham,2020-08-20,2021-08-11,kyla.durham@bilearner.com,Terminated,Part-Time,Part-Time,IT/IS,19-07-1951,MA,Lineman,Female,Fully Meets,3
1417,Cassidy,Maddox,2023-07-16,2023-07-30,cassidy.maddox@bilearner.com,Terminated,Full-Time,Full-Time,IT/IS,07-02-1977,MA,Engineer,Female,Fully Meets,3
1418,Edgar,Underwood,2021-06-10,2022-08-18,edgar.underwood@bilearner.com,Terminated,Part-Time,Temporary,Executive Office,02-06-1961,MA,Laborer,Male,PIP,3
1419,Jaiden,Underwood,2019-08-25,NA,jaiden.underwood@bilearner.com,Active,Contract,Full-Time,Executive Office,10-08-1969,MA,Laborer,Male,PIP,3
1420,Eugene,Potts,2020-05-04,2023-05-15,eugene.potts@bilearner.com,Terminated,Contract,Full-Time,IT/IS,10-08-1975,MA,Driver,Male,Fully Meets,3
1421,Gilbert,Klein,2019-02-24,2020-06-11,gilbert.klein@bilearner.com,Terminated,Part-Time,Temporary,IT/IS,06-09-1998,MA,Laborer,Male,Fully Meets,3
1422,Nathaly,Huffman,2019-09-24,NA,nathaly.huffman@bilearner.com,Active,Full-Time,Temporary,IT/IS,18-08-1996,MA,Technician,Male,Fully Meets,3
1423,Nancy,Clay,2021-02-13,NA,nancy.clay@bilearner.com,Active,Contract,Part-Time,IT/IS,21-01-1979,MA,Foreman,Female,Fully Meets,3
1424,Kylie,Cantrell,2020-01-05,2022-04-25,kylie.cantrell@bilearner.com,Terminated,Part-Time,Temporary,IT/IS,17-08-1953,MA,Administration,Male,Fully Meets,3
1425,Vance,Marquez,2019-01-18,2020-03-30,vance.marquez@bilearner.com,Terminated,Contract,Temporary,IT/IS,07-07-1994,CT,Manager,Male,PIP,3
1426,Dante,Wyatt,2019-03-01,2021-09-25,dante.wyatt@bilearner.com,Terminated,Part-Time,Temporary,IT/IS,10-09-1987,CT,Laborer,Female,PIP,3
1427,Rey,Monroe,2021-08-14,2022-11-05,rey.monroe@bilearner.com,Terminated,Full-Time,Temporary,IT/IS,18-07-1983,MA,Operator,Female,Fully Meets,3
1428,Jayden,Mckee,2019-06-06,2019-09-05,jayden.mckee@bilearner.com,Terminated,Part-Time,Temporary,Executive Office,24-01-1942,MA,Manager,Male,Fully Meets,3
1429,Brady,Yoder,2021-05-25,2022-08-13,brady.yoder@bilearner.com,Terminated,Part-Time,Part-Time,Executive Office,01-10-1999,MA,Accountant,Male,Fully Meets,3
1430,Darwin,Allen,2023-03-17,2023-06-12,darwin.allen@bilearner.com,Terminated,Part-Time,Part-Time,Executive Office,17-05-1994,MA,Groundman,Male,PIP,3
1431,Jasper,Harrison,2022-10-02,2022-10-11,jasper.harrison@bilearner.com,Terminated,Contract,Temporary,IT/IS,24-05-1963,MA,Engineer,Male,PIP,3
1432,Bailey,Humphrey,2022-01-22,NA,bailey.humphrey@bilearner.com,Active,Full-Time,Full-Time,IT/IS,02-07-1951,MA,Technician,Male,Fully Meets,3
1433,Clare,English,2019-11-29,2022-08-18,clare.english@bilearner.com,Terminated,Full-Time,Part-Time,IT/IS,20-04-1992,MA,Engineer,Female,PIP,3
1434,Amy,Sherman,2020-07-01,2022-09-22,amy.sherman@bilearner.com,Terminated,Contract,Temporary,IT/IS,04-01-1996,MA,Lineman,Female,Fully Meets,3
1435,Lizbeth,Hunt,2022-03-24,NA,lizbeth.hunt@bilearner.com,Active,Full-Time,Part-Time,IT/IS,25-02-1965,MA,Flagger,Male,PIP,3
1436,Eden,Armstrong,2019-05-13,2023-06-06,eden.armstrong@bilearner.com,Terminated,Part-Time,Temporary,IT/IS,05-05-1989,CT,Engineer,Male,PIP,3
1437,Eugene,Mueller,2019-06-07,NA,eugene.mueller@bilearner.com,Active,Contract,Temporary,IT/IS,19-03-1972,MA,Technician,Female,PIP,3
1438,Tiffany,Washington,2022-12-05,2023-06-13,tiffany.washington@bilearner.com,Terminated,Contract,Full-Time,IT/IS,27-04-1969,MA,Laborer,Female,Needs Improvement,3
1439,Sloane,Moss,2020-09-29,2021-10-22,sloane.moss@bilearner.com,Terminated,Part-Time,Temporary,Production       ,03-10-1963,MA,Vp,Male,Needs Improvement,3
1440,Kaeden,Vargas,2020-09-04,2021-04-17,kaeden.vargas@bilearner.com,Terminated,Contract,Full-Time,Executive Office,09-11-1959,MA,Technician,Male,Fully Meets,3
1441,Lena,Sandoval,2018-08-26,NA,lena.sandoval@bilearner.com,Active,Part-Time,Full-Time,Executive Office,21-10-1986,MA,Clerk,Male,Fully Meets,3
1442,Adrien,Olsen,2019-08-17,NA,adrien.olsen@bilearner.com,Active,Contract,Part-Time,IT/IS,23-03-2000,MA,Administrative,Male,Fully Meets,3
1443,Damari,Brewer,2019-09-25,2020-02-07,damari.brewer@bilearner.com,Terminated,Full-Time,Temporary,IT/IS,10-06-1977,MA,Drafter,Male,Fully Meets,3
1444,Annalise,Gross,2023-03-11,2023-03-11,annalise.gross@bilearner.com,Terminated,Contract,Temporary,IT/IS,23-11-1966,MA,Laborer,Male,Fully Meets,3
1445,Kamari,Mcgrath,2022-12-15,NA,kamari.mcgrath@bilearner.com,Active,Full-Time,Full-Time,IT/IS,05-06-1971,MA,Lineman,Female,Fully Meets,3
1446,Lorena,Rice,2018-08-10,2021-02-08,lorena.rice@bilearner.com,Terminated,Contract,Part-Time,IT/IS,08-01-1966,MA,Director,Female,Fully Meets,3
1447,Eliezer,Stokes,2022-03-04,2023-06-22,eliezer.stokes@bilearner.com,Terminated,Full-Time,Part-Time,IT/IS,27-10-1972,MA,General Manager,Male,Fully Meets,3
1448,Aspen,Reyes,2020-06-02,NA,aspen.reyes@bilearner.com,Active,Part-Time,Part-Time,IT/IS,22-10-1997,CT,Laborer,Male,Fully Meets,3
1449,Rudy,Richardson,2021-06-29,NA,rudy.richardson@bilearner.com,Active,Contract,Temporary,IT/IS,23-08-1969,CT,Laborer,Male,Fully Meets,3
1450,Alana,Castro,2021-10-24,NA,alana.castro@bilearner.com,Active,Contract,Temporary,IT/IS,30-05-1954,MA,Lineman,Female,PIP,3
1451,Oscar,Lopez,2018-10-22,2020-04-07,oscar.lopez@bilearner.com,Terminated,Part-Time,Full-Time,Executive Office,21-01-1976,MA,Lineman,Male,PIP,3
1452,Carter,Cook,2018-09-08,2021-08-23,carter.cook@bilearner.com,Terminated,Contract,Part-Time,Executive Office,18-02-1967,MA,Engineer,Male,Fully Meets,3
1453,Liam,Hanna,2019-02-08,2023-02-24,liam.hanna@bilearner.com,Terminated,Full-Time,Part-Time,IT/IS,13-01-1996,MA,Clerk,Male,Fully Meets,3
1454,Zara,Pitts,2021-03-29,2021-06-27,zara.pitts@bilearner.com,Terminated,Part-Time,Temporary,IT/IS,15-05-1973,MA,Clerical,Male,Fully Meets,3
1455,Abby,Woodward,2019-06-19,NA,abby.woodward@bilearner.com,Active,Part-Time,Part-Time,IT/IS,12-11-1992,MA,Laborer,Male,Fully Meets,3
1456,Litzy,Esparza,2019-01-30,NA,litzy.esparza@bilearner.com,Active,Contract,Part-Time,IT/IS,15-02-1946,MA,Operator,Female,Fully Meets,3
1457,Noemi,Brewer,2022-05-06,2022-09-26,noemi.brewer@bilearner.com,Terminated,Contract,Full-Time,IT/IS,16-06-1991,MA,Administrator,Female,Fully Meets,3
1458,Gilberto,Macdonald,2019-02-02,NA,gilberto.macdonald@bilearner.com,Active,Full-Time,Temporary,IT/IS,27-04-1987,MA,Engineer,Female,Fully Meets,3
1459,Armando,Macias,2021-12-08,NA,armando.macias@bilearner.com,Active,Full-Time,Part-Time,IT/IS,21-10-1948,CT,Engineer,Female,Fully Meets,3
1460,Britney,Kelly,2018-10-12,NA,britney.kelly@bilearner.com,Active,Part-Time,Temporary,IT/IS,06-12-1977,CT,Technician,Male,Fully Meets,3
1461,Emanuel,Haas,2022-04-22,2023-05-15,emanuel.haas@bilearner.com,Terminated,Contract,Temporary,IT/IS,24-06-1954,CT,Flagger,Male,Exceeds,3
1462,Karlie,Drake,2021-09-05,2022-07-08,karlie.drake@bilearner.com,Terminated,Full-Time,Full-Time,IT/IS,20-06-1987,MA,Engineer,Female,Fully Meets,3
1463,Myla,Mullen,2022-09-05,2022-10-30,myla.mullen@bilearner.com,Terminated,Contract,Part-Time,Executive Office,15-10-1982,MA,Foreman,Male,Fully Meets,3
1464,Alan,Holland,2022-07-19,2023-04-25,alan.holland@bilearner.com,Terminated,Full-Time,Temporary,IT/IS,20-08-1999,MA,Foreman,Male,Fully Meets,3
1465,Brooklynn,Greene,2022-05-26,NA,brooklynn.greene@bilearner.com,Active,Full-Time,Temporary,IT/IS,04-07-1960,MA,Engineer,Male,Fully Meets,3
1466,Maxwell,Mcpherson,2022-10-31,NA,maxwell.mcpherson@bilearner.com,Active,Full-Time,Full-Time,IT/IS,01-04-1978,MA,Principal,Male,Fully Meets,3
1467,Lukas,Freeman,2023-03-22,2023-07-28,lukas.freeman@bilearner.com,Terminated,Full-Time,Part-Time,IT/IS,15-04-1953,MA,Laborer,Female,Fully Meets,3
1468,Yesenia,Nielsen,2023-05-29,NA,yesenia.nielsen@bilearner.com,Active,Full-Time,Full-Time,IT/IS,02-03-1959,MA,Lineman,Female,Fully Meets,3
1469,Myah,Marsh,2020-02-23,2021-09-08,myah.marsh@bilearner.com,Terminated,Full-Time,Full-Time,IT/IS,16-05-1943,MA,Tester,Female,Fully Meets,3
1470,Korbin,Gilbert,2019-08-13,2022-07-10,korbin.gilbert@bilearner.com,Terminated,Part-Time,Temporary,IT/IS,20-11-1980,MA,Project Manager,Female,Fully Meets,3
1471,Jenna,Maddox,2019-03-25,2021-09-13,jenna.maddox@bilearner.com,Terminated,Part-Time,Part-Time,IT/IS,31-03-1956,CT,Project Manager,Female,Fully Meets,3
1472,Anaya,Preston,2018-12-14,2023-02-11,anaya.preston@bilearner.com,Terminated,Part-Time,Temporary,IT/IS,11-07-1948,CT,Lineman,Male,Fully Meets,3
1473,Eugene,Pena,2021-03-07,2021-08-31,eugene.pena@bilearner.com,Terminated,Contract,Part-Time,IT/IS,22-06-1943,CT,Engineer,Female,Fully Meets,3
1474,Abel,Baker,2023-06-16,NA,abel.baker@bilearner.com,Active,Contract,Full-Time,IT/IS,26-09-1995,MA,Field Technician,Female,Fully Meets,3
1475,Deven,Merritt,2021-06-18,NA,deven.merritt@bilearner.com,Active,Part-Time,Temporary,Executive Office,05-02-1988,MA,Project Manager,Male,Fully Meets,3
1476,Hadassah,Moran,2023-05-22,2023-06-16,hadassah.moran@bilearner.com,Terminated,Contract,Temporary,Executive Office,02-06-1964,MA,Groundman,Male,Fully Meets,3
1477,Hezekiah,Thompson,2019-05-14,NA,hezekiah.thompson@bilearner.com,Active,Full-Time,Full-Time,IT/IS,21-07-1993,MA,Driver,Male,Fully Meets,3
1478,Quintin,Fry,2020-12-27,NA,quintin.fry@bilearner.com,Active,Contract,Part-Time,IT/IS,03-03-1970,MA,Engineer,Male,Fully Meets,3
1479,Alayna,Hess,2020-08-04,2022-02-04,alayna.hess@bilearner.com,Terminated,Full-Time,Full-Time,IT/IS,08-06-1958,MA,Engineer,Female,Fully Meets,3
1480,Amaris,Miller,2020-08-25,NA,amaris.miller@bilearner.com,Active,Contract,Temporary,IT/IS,05-09-1975,MA,Splicer,Female,Fully Meets,3
1481,Barrett,Wilcox,2022-02-24,NA,barrett.wilcox@bilearner.com,Active,Full-Time,Temporary,IT/IS,11-07-1964,MA,Director,Female,Fully Meets,3
1482,Kimberly,Watson,2019-08-06,2021-03-21,kimberly.watson@bilearner.com,Terminated,Part-Time,Temporary,IT/IS,11-07-1986,MA,Splicer,Female,Needs Improvement,3
1483,Rebecca,Park,2021-08-01,2021-09-24,rebecca.park@bilearner.com,Terminated,Part-Time,Part-Time,IT/IS,26-05-1944,MA,Administrative,Female,Needs Improvement,3
1484,Caleb,Schneider,2022-07-13,2023-01-22,caleb.schneider@bilearner.com,Terminated,Part-Time,Part-Time,IT/IS,22-02-1997,MA,Technician,Female,Needs Improvement,3
1485,Vanessa,James,2021-05-28,NA,vanessa.james@bilearner.com,Active,Full-Time,Part-Time,IT/IS,29-07-1950,CT,Splicer,Male,Fully Meets,3
1486,Maribel,Copeland,2020-07-06,2021-01-18,maribel.copeland@bilearner.com,Terminated,Part-Time,Full-Time,IT/IS,19-05-1968,CT,Foreman,Male,Needs Improvement,3
1487,Henry,Zimmerman,2020-01-14,2022-06-08,henry.zimmerman@bilearner.com,Terminated,Full-Time,Part-Time,IT/IS,02-06-1942,MA,Purchasing,Female,Fully Meets,3
1488,Nathanial,Booth,2020-02-04,2021-01-29,nathanial.booth@bilearner.com,Terminated,Contract,Temporary,Executive Office,22-07-1958,MA,Project Manager,Male,Exceeds,3
1489,Rhys,Barry,2022-08-28,NA,rhys.barry@bilearner.com,Active,Contract,Part-Time,IT/IS,03-05-1991,MA,Foreman,Male,Fully Meets,3
1490,Jonas,Rowland,2022-06-27,NA,jonas.rowland@bilearner.com,Active,Part-Time,Temporary,IT/IS,25-05-1964,MA,Coordinator,Male,Fully Meets,3
1491,Chris,Vincent,2019-12-19,2023-03-31,chris.vincent@bilearner.com,Terminated,Part-Time,Full-Time,IT/IS,11-04-1993,MA,Technician,Female,Exceeds,3
1492,Myah,Waller,2020-09-24,2023-03-27,myah.waller@bilearner.com,Terminated,Contract,Full-Time,IT/IS,17-06-1960,MA,Laborer,Female,Fully Meets,3
1493,Yaritza,Sherman,2023-07-06,NA,yaritza.sherman@bilearner.com,Active,Contract,Full-Time,IT/IS,07-10-1944,MA,Tower Hand,Female,Fully Meets,3
1494,Haley,Weaver,2021-04-11,2022-12-19,haley.weaver@bilearner.com,Terminated,Full-Time,Part-Time,IT/IS,04-11-1961,MA,Laborer,Female,Fully Meets,3
1495,Alessandra,Lee,2020-02-12,2022-07-15,alessandra.lee@bilearner.com,Terminated,Contract,Part-Time,IT/IS,30-11-1943,MA,Splicer,Female,Fully Meets,3
1496,Kaitlin,Hickman,2018-12-25,NA,kaitlin.hickman@bilearner.com,Active,Part-Time,Full-Time,IT/IS,04-10-1996,MA,Lineman,Female,Fully Meets,3
1497,Giancarlo,Juarez,2021-12-25,2023-06-19,giancarlo.juarez@bilearner.com,Terminated,Full-Time,Part-Time,IT/IS,16-03-1955,MA,Foreman,Female,Exceeds,3
1498,Walter,Zuniga,2021-05-22,NA,walter.zuniga@bilearner.com,Active,Full-Time,Full-Time,IT/IS,27-04-1993,CT,Technician,Male,Fully Meets,3
1499,Anna,Jordan,2020-05-03,2022-11-14,anna.jordan@bilearner.com,Terminated,Contract,Part-Time,IT/IS,15-10-1960,MA,Vp,Male,Fully Meets,3
1500,Jeffery,Gamble,2019-02-27,NA,jeffery.gamble@bilearner.com,Active,Full-Time,Full-Time,IT/IS,16-12-1941,MA,Supervisor,Female,Needs Improvement,3
1501,Misael,Hunter,2020-03-01,2022-03-05,misael.hunter@bilearner.com,Terminated,Contract,Temporary,Executive Office,12-10-1982,MA,Lineman,Male,Fully Meets,3
1502,Audrina,Yu,2021-01-27,2021-10-18,audrina.yu@bilearner.com,Terminated,Full-Time,Temporary,IT/IS,11-07-1956,MA,Laborer,Male,Fully Meets,3
1503,Jeramiah,Foster,2023-06-18,2023-07-24,jeramiah.foster@bilearner.com,Terminated,Contract,Part-Time,IT/IS,20-04-1977,MA,Clerk,Female,Fully Meets,3
1504,Bruce,Wallace,2019-11-24,NA,bruce.wallace@bilearner.com,Active,Contract,Part-Time,IT/IS,09-04-1984,MA,Helper,Female,Fully Meets,3
1505,Giovani,Nelson,2021-09-24,NA,giovani.nelson@bilearner.com,Active,Part-Time,Temporary,IT/IS,26-06-1960,MA,Drafter,Male,Fully Meets,3
1506,Ari,Anthony,2022-08-17,NA,ari.anthony@bilearner.com,Active,Contract,Full-Time,IT/IS,21-04-1965,MA,Billing,Female,Fully Meets,3
1507,Laylah,Branch,2023-04-18,NA,laylah.branch@bilearner.com,Active,Contract,Part-Time,IT/IS,21-08-1967,MA,Engineer,Female,Fully Meets,3
1508,Alanna,Mullins,2020-04-15,2022-05-13,alanna.mullins@bilearner.com,Terminated,Full-Time,Temporary,IT/IS,03-01-1979,MA,Vp,Female,Fully Meets,3
1509,Arjun,Tyler,2020-12-25,NA,arjun.tyler@bilearner.com,Active,Full-Time,Full-Time,IT/IS,16-11-1993,MA,Lineman,Male,Fully Meets,3
1510,Donald,Favis,2022-07-21,2023-05-01,donald.favis@bilearner.com,Terminated,Full-Time,Temporary,IT/IS,27-06-1998,CT,Director,Male,Fully Meets,3
1511,Daniff,Hernandez,2022-11-04,NA,daniff.hernandez@bilearner.com,Active,Contract,Part-Time,IT/IS,13-09-1944,MA,Laborer,Male,Fully Meets,3
1512,Lori,Roby,2020-04-20,NA,lori.roby@bilearner.com,Active,Part-Time,Temporary,IT/IS,28-05-1955,MA,Tower Hand,Female,Fully Meets,3
1513,Thomas,Murray,2019-09-05,NA,thomas.murray@bilearner.com,Active,Part-Time,Part-Time,IT/IS,04-09-1992,TX,Foreman,Male,Fully Meets,3
1514,Karthikeyan,Ait Sidi,2019-08-11,NA,karthikeyan.ait sidi@bilearner.com,Active,Contract,Full-Time,IT/IS,09-08-1958,MA,Technician,Male,Fully Meets,3
1515,Ivan,Rogers,2018-11-04,NA,ivan.rogers@bilearner.com,Active,Full-Time,Temporary,IT/IS,30-08-1985,MA,Laborer,Male,Fully Meets,3
1516,Bianca,Roehrich,2018-11-04,2021-12-22,bianca.roehrich@bilearner.com,Terminated,Contract,Temporary,IT/IS,04-09-1951,MA,Laborer,Female,PIP,3
1517,Jason,Salter,2019-07-27,2021-07-25,jason.salter@bilearner.com,Terminated,Part-Time,Part-Time,IT/IS,04-08-1971,MA,Administrative,Male,Fully Meets,3
1518,Julia,Zhou,2020-12-21,NA,julia.zhou@bilearner.com,Active,Full-Time,Full-Time,IT/IS,05-07-1997,MA,Administrator,Female,Fully Meets,3
1519,Thelma,Petrowsky,2022-07-25,NA,thelma.petrowsky@bilearner.com,Active,Full-Time,Temporary,IT/IS,23-03-1998,MA,Engineer,Female,PIP,3
1520,Jayne,Horton,2019-06-15,NA,jayne.horton@bilearner.com,Active,Contract,Temporary,IT/IS,20-07-1957,MA,Technician,Female,Fully Meets,3
1521,Renee,Becker,2020-04-04,2022-06-22,renee.becker@bilearner.com,Terminated,Full-Time,Full-Time,IT/IS,03-12-1996,MA,Field Technician,Female,Fully Meets,3
1522,Randall,Pearson,2023-02-03,2023-05-29,randall.pearson@bilearner.com,Terminated,Contract,Full-Time,IT/IS,29-10-1943,MA,Foreman,Male,Fully Meets,3
1523,Claudia N,Carr,2022-09-20,2023-07-04,claudia n.carr@bilearner.com,Terminated,Full-Time,Temporary,IT/IS,17-03-1991,MA,Laborer,Female,Fully Meets,3
1524,Noelle,Johnson,2023-07-12,NA,noelle.johnson@bilearner.com,Active,Full-Time,Part-Time,IT/IS,29-01-1989,MA,Engineer,Female,Fully Meets,3
1525,Taisha,Goble,2021-04-25,2023-02-12,taisha.goble@bilearner.com,Terminated,Contract,Temporary,IT/IS,07-09-1961,MA,Groundman,Female,Fully Meets,3
1526,Kramer,Simard,2021-03-13,NA,kramer.simard@bilearner.com,Active,Full-Time,Full-Time,IT/IS,01-11-1950,MA,Assistant,Male,Fully Meets,3
1527,Mark,Griffith,2021-08-16,NA,mark.griffith@bilearner.com,Active,Full-Time,Full-Time,IT/IS,22-02-1965,MA,Engineer,Female,Fully Meets,3
1528,Denisse,Hayes,2021-10-18,NA,denisse.hayes@bilearner.com,Active,Full-Time,Temporary,IT/IS,11-11-1946,MA,Flagger,Female,Fully Meets,3
1529,Draven,Giles,2020-02-16,2023-03-16,draven.giles@bilearner.com,Terminated,Contract,Full-Time,IT/IS,28-10-1998,MA,Coordinator,Female,Fully Meets,3
